StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ierc_1a,ierc_1b,ierc_2,ierc_3,ierc_3_3_TEXT,ierc_4,ierc_5,ierc_6,IRIS_1,IRIS_2,IRIS_3,IRIS_4,IRIS_5,IRIS_6,IRIS_7,IRIS_8,IRIS_9,IRIS_10,IRIS_11,IRIS_12,IRIS_13,IRIS_14,IRIS_15,IRIS_16,IRIS_17,IRIS_18,IRIS_19,IRIS_20,IRIS_21,IRIS_22,IRIS_23,IRIS_24,IRIS_25,IRIS_26,IRIS_27,IRIS_28,ier_eff1,ier_eff2,ier_eff3,ier_eff5,ier_eff6,PPASS_1,PPASS_2,PPASS_3,PPASS_4,PPASS_5,PPASS_6,PPASS_7,PPASS_8,PPASS_9,PPASS_10,PPASS_11,PPASS_12,PPASS_13,PPASS_14,PPASS_15,PPASS_16,PPASS_17,PPASS_18,PPASS_19,PPASS_20,PPASS_21,PPASS_22,PPASS_23,PPASS_24,SDT_1,SDT_2,SDT_3,SDT_4,SDT_5,SDT_6,SDT_7,SDT_8,SDT_9,SDT_10,SDT_11,SDT_12,SDT_13,SDT_14,SDT_15,SDT_16,SDT_17,SDT_18,SDT_19,SDT_20,SDT_21,SDT_22,SDT_23,SDT_24,BNSR_1,BNSR_2,BNSR_3,BNSR_4,BNSR_5,BNSR_6,BNSR_7,BNSR_8,BNSR_9,CERQ_1,CERQ_2,CERQ_3,CERQ_4,CERQ_5,CERQ_6,CERQ_7,CERQ_8,CERQ_9,CERQ_10,CERQ_11,CERQ_12,CERQ_13,CERQ_14,CERQ_15,CERQ_16,CERQ_17,CERQ_18,DERS_1,DERS_2,DERS_3,DERS_4,DERS_5,DERS_6,DERS_7,DERS_8,DERS_9,DERS_10,DERS_11,DERS_12,DERS_13,DERS_14,DERS_15,DERS_16,DERS_17,DERS_18,DERS_19,DERS_20,DERS_21,DERS_22,DERS_23,DERS_24,DERS_25,DERS_26,DERS_27,DERS_28,DERS_29,DERS_30,DERS_31,DERS_32,DERS_33,DERS_34,DERS_35,DERS_36,age#1_1,age#2_1,age#3_1,gender,gender_5_TEXT,s_orientation,s_orientation_6_TEXT,relationship,race,home,home_3_TEXT,home_who,home_who_9_TEXT,dependent,first_gen,income,id
3/10/22 18:10,3/10/22 18:28,0,100,1066,1,3/10/22 18:28,R_1LXoJEnU2gq6DHM,anonymous,EN,"I was upset because I've grown up independent my whole life and even though my parents provided things like food and housing, I didn't get much interaction or intimate time with them to build healthy relationships, but rather grew up and built toxic relationships.","I felt inferior, angry, and mad.","My father after i've attended college started realizing that i'm his son and that he shouldn't have taken me for granted. he started saying""I love you"" more often which was kind of annoying but also a first as I haven't heard those words before.",2,9999,my brothers,2,2,1,8,8,5,1,1,1,1,1,9,1,1,1,5,9,1,4,5,1,1,1,1,9,9,3,1,1,6,5,4,3,5,5,2,4,7,2,7,7,1,2,5,7,7,7,3,3,4,5,5,5,5,5,4,1,1,1,1,4,2,5,3,5,5,3,4,3,2,4,3,3,3,4,5,5,1,2,3,4,1,1,3,4,5,7,3,7,4,2,6,2,2,3,2,3,2,4,4,2,1,2,4,1,2,4,3,2,3,2,3,1,4,3,3,3,3,2,2,2,3,4,1,4,3,2,4,4,3,2,3,3,2,3,3,2,3,4,3,3,2,3,4,1,3,12,26,103,1,9999,1,9999,1,1,1,9999,6,9999,1,2,8,58197
3/10/22 18:11,3/10/22 18:38,0,100,1632,1,3/10/22 18:38,R_1rwxLkt2uQT1F1L,anonymous,EN,I was upset because I was stressed about college and having second thoughts about my purpose in life and whether I was doing what I truly wanted to do. The past weeks had just felt like a repeated cycle which is why I was having these thoughts. ,"I was primarily feeling sad, anxious, and scared. ","My mom is much better at handling these situations and she tried putting things in perspective for me and tried to get me to understand that I'm putting too much weight on myself by having these thoughts. One of the things she told me to do was to give myself some positive words when I wake up to start my day. She said that I can always call her when I'm away from home to help manage my feelings, as well she told me to start talking to a therapist so I can get things off my mind and receive even better advice about managing my emotions. ",1,9999,No one else,1,1,9,7,1,6,5,8,1,8,6,1,9,5,3,9,8,8,6,1,5,1,4,9,5,7,5,1,6,9,6,5,7,5,5,6,4,3,6,3,1,7,6,4,3,6,1,5,6,2,5,1,1,6,2,1,4,4,3,3,5,4,2,3,3,2,3,4,1,3,4,3,1,4,1,4,2,2,5,5,1,4,1,5,5,7,1,6,1,5,6,3,3,3,4,2,5,4,4,2,4,2,3,4,4,2,3,4,3,2,3,5,4,2,3,5,3,5,3,3,3,2,4,4,3,4,3,4,3,3,1,3,4,2,1,4,3,3,4,4,4,3,4,3,4,5,10,2,104,1,9999,1,9999,1,6,1,9999,"1,2,3",9999,2,2,7,57463
3/10/22 18:23,3/10/22 18:53,0,100,1800,1,3/10/22 18:53,R_2dN3YxvSU5vZctd,anonymous,EN,I was upset because I've been dealing with acne ever since I was in 8th grade and they don't understand my personal situation with my health and the amount of times I've been dealing with this. It led me to feel very insecure and develop social anxiety as it continued to progress. ,"I was feeling sad, angry, scared, anxious, and vulnerable because I try not to show my emotions towards my family since they aren't understanding of how I feel. ","They tried to calm me down by trying to not worry about it since everyone goes through it, but their words did not change my emotions or behavior towards my current situation. I feel like in order for someone to give good advice they must have been through a very similar situation in which they could both relate to, but since my parents never went through this, they just didn't understand the psychological impact it has on one's personal life and how it affects their social skills.",2,9999,Sister,1,2,1,2,1,5,1,6,1,3,3,5,3,3,5,3,1,2,1,1,4,2,4,4,1,5,5,1,5,5,1,2,2,4,7,7,5,5,3,4,4,4,2,4,5,5,2,1,4,6,1,5,2,5,5,4,4,1,2,4,5,2,4,3,3,3,2,4,3,3,5,5,3,5,1,4,3,3,2,4,2,3,5,2,5,3,1,2,7,1,1,4,3,5,5,5,5,5,2,5,5,4,2,4,1,4,5,2,5,2,1,3,4,2,4,2,3,5,2,5,2,1,4,1,4,5,5,5,2,3,2,2,4,4,3,3,1,5,5,5,2,2,5,4,5,5,4,23,100,1,9999,1,9999,1,3,1,9999,"1,3",9999,2,1,4,58051
3/10/22 18:47,3/10/22 19:00,0,100,802,1,3/10/22 19:00,R_1djhwBkbQcYePpu,anonymous,EN,I was upset about where I would end up going to school after high school. ,I was feeling anxious and really nervous about what the outcome would be.,My mother was very supportive and told me that were ever I ended up going to school I would be were I needed to be. She said things happen for a reason and were ever I go to school there is a reason why and only god knows. She told me that I would excel wherever I go. ,1,9999,siblings ,1,1,8,8,2,8,8,8,8,8,8,1,8,8,5,9,9,9,9,1,5,1,9,9,9,9,9,1,1,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,26,103,2,9999,1,9999,2,3,2,9999,6,9999,1,1,1,57994
3/10/22 18:27,3/10/22 19:05,0,100,2257,1,3/10/22 19:05,R_2UXzROiCg5dCNgU,anonymous,EN,"Starting college I was very puzzled about where I wanted to go but ended up choosing UC Riverside. Since I was late on my decision I was not keeping up with deadlines. So, I was not able to sign up for a dorm and because of this my dad asked his friends who was also my former coach if I can stay with him for the Fall quarter since he lived in Moreno Valley near UC Riverside. My dads friend let's call him John Doe, has a daughter that I used to play soccer with and use to be close to. John Doe's daughter and I grew a bit distant but we were still cool with each other and always talked to each other when we seen each other. Now, I didn't want to stay with them because I knew it would be uncomfortable but I knew it was all we could do during the time so I just knew I had to deal with it. I was upset that I not only couldn't stay on campus but I had to stay in somone's elses house when I really wanted to get to know the college experience. Having only one in person class fall quarter I barely went on campus which also concerned me because Im going to this school and have never seen much of the campus. ",I was specifically feeling sad and anxious. I was sad I wasn't able to live on campus and being in someone else's house made me feel anxious to go out of the room to get something to eat because I didn't want to run into anyone and because of this I didn't eat much and actually ended up losing about 10-12 pounds.,To help manage these emotions my dad tried to encourage me to not be shy and to get out of the room I was in sometimes. John Doe would inform my dad that I pretty much stay locked up in the room and there are most days where no one even sees me. My dad told me to treat it as if it were my own home and go into the living room and chill or go make something in the kitchen which I would but I would do it when nobody was home or when everybody was asleep.,2,9999,No one,1,1,6,6,3,9,9,9,1,9,8,1,7,7,6,8,8,6,7,1,8,1,7,7,4,3,8,1,8,7,5,5,4,5,5,5,5,1,5,3,1,5,6,6,3,1,1,5,6,2,5,5,2,5,1,1,1,4,5,3,4,5,1,4,2,4,1,5,1,4,3,4,2,5,2,4,2,4,4,5,2,4,3,6,6,6,2,5,4,6,4,3,4,3,5,5,4,4,4,4,2,2,2,2,2,3,3,4,2,1,3,4,1,2,2,2,2,4,2,2,1,1,4,1,2,1,4,4,1,4,1,4,4,4,1,3,1,2,1,1,1,1,2,3,4,4,4,29,104,2,9999,2,9999,2,3,1,9999,"1,4",9999,1,1,8,58518
3/10/22 18:22,3/10/22 19:06,0,100,2618,1,3/10/22 19:06,R_2cBG2fSEElkjekD,anonymous,EN,In tenth grade I was beginning to suffer from severe depression and anxiety due to stress from school and many other things,Very anxious and depressed,"My mom talked me through it and agreed to get me help. She has always tried to educate herself and learn more about what is bothering me, which means a lot to me.",1,9999,A therapist,1,1,9,9,1,9,8,9,1,9,9,1,9,9,9,9,9,9,9,1,9,1,9,9,1,9,9,1,7,9,7,7,7,7,7,7,7,1,7,1,1,7,7,7,1,1,1,7,7,1,7,1,1,7,1,1,1,7,7,4,3,5,3,3,4,4,2,5,2,3,3,4,4,4,2,3,3,3,2,5,1,3,2,7,7,7,1,7,1,7,7,1,3,2,4,4,3,3,4,4,2,1,3,2,3,3,3,3,2,1,4,5,5,2,2,4,4,5,2,4,3,4,5,3,3,2,2,5,5,1,4,3,3,1,4,5,4,2,4,4,3,2,5,2,3,5,7,1,104,2,9999,1,9999,1,5,2,9999,6,9999,1,2,5,57464
3/10/22 18:53,3/10/22 19:37,0,100,2656,1,3/10/22 19:37,R_1QrXyEK8rOg2vrk,anonymous,EN,I was extremely stressed due to finals coming up and I didn't feel confident in my knowledge of my coursework.,Anxious,Talked the issue through with me by laying out everything I needed to do coming up to prepare myself. ,2,9999,No one,1,1,9,8,1,9,8,9,1,9,3,1,9,8,6,9,9,3,8,1,6,1,4,9,1,3,9,1,8,8,6,4,5,6,5,6,6,1,6,1,1,6,6,5,1,1,1,6,4,1,6,1,1,6,1,1,2,6,6,3,5,4,5,3,4,3,4,4,1,3,4,3,5,3,5,3,4,3,5,4,1,3,4,7,4,6,1,7,5,6,6,1,5,5,4,5,5,5,2,2,2,1,2,3,4,5,2,5,2,1,2,3,5,4,4,2,1,1,5,2,3,4,5,2,5,5,1,4,5,3,4,3,4,3,3,4,3,2,4,4,2,2,4,2,3,4,2,11,104,3,9999,2,9999,1,"2,5,7",2,9999,6,9999,1,2,7,58509
3/10/22 20:10,3/10/22 20:24,0,100,844,1,3/10/22 20:24,R_3rSMswhLSywKGiJ,anonymous,EN,I think most recently I was upset about my work load for a class.,I felt burdened and tired.,"My mom had called me, and she told me that she believed in me and my ability to handle my classes. She said that she knows that I can do it.",1,9999,No one.,2,1,9,3,1,7,3,6,1,9,5,1,7,2,9,9,2,2,9,1,3,1,1,9,2,1,9,1,2,9,5,6,5,4,5,7,6,1,7,1,1,6,7,7,1,3,1,7,7,1,7,1,1,7,1,1,1,6,7,5,2,5,2,4,2,5,1,5,1,5,2,5,2,5,2,4,2,5,2,5,1,4,1,7,7,7,1,7,2,7,7,1,5,5,5,2,3,4,2,4,2,2,2,4,3,2,4,4,2,2,5,5,2,2,2,5,4,5,2,5,1,1,2,1,2,2,4,2,1,4,1,4,2,4,1,2,1,2,2,2,1,1,2,5,2,3,5,14,104,1,9999,1,9999,1,5,2,9999,9,Friends,1,1,5,57287
3/10/22 2:43,3/10/22 21:04,0,100,66034,1,3/10/22 21:04,R_12sZ67mvmtAm8Fw,anonymous,EN,"I was stressed out due to the amount of workload I had to do due to school and work conflicting with each other. I couldn't do my schoolwork since I had work and when I was off of work, I was too tired to do anything but rest.",I was feeling angry and upset with myself since I could not manage my time wisely.,"My mother told me that we cannot do everything to the best of our ability, that it is best to focus on one thing and give that 100% of our effort. Although we think we can do anything, sometimes it is best to choose one and focus on that one thing. ",1,9999,Father,1,1,9,9,1,9,9,9,4,9,9,1,9,9,9,9,9,9,9,1,7,4,9,9,5,9,9,4,6,9,7,7,7,7,7,7,7,3,7,1,1,7,7,5,2,6,1,7,7,1,6,4,1,7,2,1,7,7,7,5,1,5,2,5,1,5,1,5,2,5,4,5,2,5,1,5,1,4,2,5,3,5,1,7,7,7,1,7,1,7,7,1,5,5,5,2,5,5,1,5,2,2,1,4,1,5,5,4,4,4,5,5,3,1,2,4,4,4,2,5,5,2,3,2,1,2,3,2,2,4,2,4,2,3,2,2,3,2,4,2,1,2,2,3,2,2,10,16,103,1,9999,1,9999,2,3,1,9999,"1,2,3,4",9999,1,1,2,57396
3/10/22 20:09,3/10/22 21:38,0,100,5339,1,3/10/22 21:38,R_1mxUlfOUA2fbuGq,anonymous,EN,Because of school. I felt overwhelmed by the workload and I felt helpless.,"helpless, scared, anxious","talking about how I was feeling, figuring out solutions.",2,9999,mother,1,1,8,8,3,7,9,9,2,8,8,1,8,9,8,7,8,7,4,1,7,5,7,7,2,6,7,4,7,8,7,7,7,6,6,5,5,4,4,4,5,4,5,4,5,6,4,4,5,5,4,6,4,4,4,5,5,5,4,3,4,2,4,4,4,4,3,4,2,3,3,4,3,4,3,3,3,3,3,5,2,3,4,7,6,7,2,5,2,5,5,3,4,4,4,3,2,3,3,4,3,3,3,3,2,3,3,4,4,2,2,3,2,2,2,2,2,3,2,4,3,1,4,2,4,4,3,4,4,2,2,4,4,2,2,4,2,2,3,2,3,2,4,4,3,3,9,6,103,2,9999,1,9999,1,3,2,9999,6,9999,1,1,3,57562
3/10/22 21:24,3/10/22 21:51,0,100,1617,1,3/10/22 21:51,R_1jdimEiQeZadcym,anonymous,EN,"I was upset at the fact that things were not going my way. Due to loss of an opportunity in employment, decent at best grades, and still stuck having no research done in my field of study I became very upset that I was not matching up resume wise to my fellow peers","I was sad, disappointed, and unmotivated.",My mother talked to me about how everything I was going through was a test from God. We are a religious family so it really helped to see that there was something happening that was bigger than me. She also showed me biblical verses that really connected with what I was going through at the time,1,9999,just us,1,1,7,9,1,9,9,9,2,9,9,1,9,9,8,8,6,9,8,1,9,2,8,8,1,8,8,2,9,9,7,7,7,6,6,7,5,3,6,6,2,7,6,6,5,7,2,6,7,3,6,5,3,4,4,1,6,3,6,5,3,5,3,5,3,4,2,4,2,5,3,4,2,5,2,5,3,4,3,5,2,4,2,5,5,5,1,6,1,7,7,2,3,4,4,3,5,4,2,5,1,2,2,2,3,2,2,2,2,3,4,5,2,2,3,5,4,4,2,3,1,1,2,1,1,2,3,1,2,5,2,5,2,5,2,2,2,1,1,1,1,1,1,1,3,2,3,11,102,1,9999,1,9999,1,3,2,9999,7,9999,1,1,3,57908
3/8/22 11:41,3/10/22 22:03,0,100,210120,1,3/10/22 22:03,R_2qCzeBePvoxnDHK,anonymous,EN,"I have a legitimate prescription for marijuana from an actual licensed physician (not one of those for profit websites online) that I used to treat some insomnia and lack of hunger. Being from a Korean household, I knew that any sort of ""drug"" even widely accepted ones like weed were absolutely taboo so I never brought it up with them because I feared their reaction. One day, they found a couple of my things and before I ever had a chance to tell them anything or explain myself, they went ballistic. Even after voicing my side of the issue, they seemed unwilling to bend so I was extremely frustrated while living at their house. Here I was, with legitimate reasons for using marijuana, and my parents were making me feel like a criminal for it. Telling me about how it was a gateway drug, how it would spiral me into homelessness, etc. ","Sad, angry, confused. Basically a whole jumble of negative emotions. ","A couple weeks afterwards, I asked my parents if we could revisit the conversation that we had because I felt that it wasn't fair to me at all and it was proving to have a negative impact on my life. My insomnia returned and I started to eat less and less every day. Whether they had time to think since our last conversation or they noticed that I was looking a little worse for wear, they were much more understanding now. Asking me questions about how strong my dosage was, if I've ever felt that I was maybe addicted, if it's genuinely been a useful tool in my life. Though it wasn't much, these questions showed me that they were open to having a conversation with me about something that they had no interest in.",3,Both,Nobody,1,1,6,5,7,7,5,7,4,7,6,6,6,6,6,6,7,6,6,4,4,4,5,4,4,4,5,4,6,6,5,5,5,5,5,5,3,1,4,4,3,5,5,5,3,3,3,6,5,5,4,4,3,3,9999,4,5,5,5,3,4,2,4,3,3,3,3,4,4,2,3,2,2,2,3,3,3,3,2,2,3,3,2,4,4,4,3,4,4,4,3,3,3,3,3,4,3,4,2,3,2,3,2,3,2,3,3,3,3,2,4,3,3,3,2,3,3,3,4,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,3,3,2,2,2,2,3,3,2,2,2,2,7,103,1,9999,1,9999,1,1,2,9999,6,9999,1,1,3,57850
3/10/22 21:55,3/10/22 22:17,0,100,1339,1,3/10/22 22:17,R_3F3F5KJCXyUcJOG,anonymous,EN,"I was upset because I was overwhelmed at my internship. I had to be there at 3:00 am and leave at 1:00 pm every day, and it really took a toll on me. I felt that some of the workers didn't really approve of me, as they were all older than me, and it really took a toll on me. ","I was feeling a bit anxious, as the internship was a great step in the right direction towards my career, but I didn't know how to fix that feeling.","My mom really supported me throughout my internship. She would call me when I would get off my work and ask how everything was, making sure I was okay, and always told me that she had my back.",1,9999,No one.,2,2,9,9,1,6,3,9,1,9,9,1,9,3,5,9,2,3,5,1,3,1,1,9,1,1,7,6,1,9,6,5,7,5,4,7,5,3,2,4,5,7,7,2,2,3,3,1,3,3,2,1,2,5,2,1,1,5,2,4,1,3,1,3,4,3,1,5,1,3,3,4,2,4,1,3,4,4,1,4,1,2,4,5,3,7,1,3,1,4,6,1,4,4,5,2,5,4,2,2,5,3,2,1,1,4,2,1,5,2,1,4,2,4,4,2,2,1,4,1,5,5,5,1,3,4,1,5,1,3,1,2,5,2,1,3,1,4,1,5,3,2,3,2,4,3,2,8,102,1,9999,1,9999,1,1,2,9999,6,9999,1,1,4,51111
3/10/22 22:08,3/10/22 22:25,0,100,1010,1,3/10/22 22:25,R_OJv2Hj2zwW5JsVb,anonymous,EN,I was upset because I paid money to renew my driver's permit and I failed the exam.,"I was irritated, sad, and angry.",My dad told me everything is okay and he will help me pay to take the test over again. He said everything is okay I can just study and retake the exam again with no problems.,2,9999,Friend,2,2,8,9,1,9,9,9,1,8,5,1,9,7,5,9,9,5,9,1,5,1,1,9,1,1,5,1,1,9,5,5,4,5,4,5,1,7,5,1,3,7,5,5,6,4,2,4,4,4,4,4,4,4,4,2,2,4,4,5,1,5,1,4,2,3,1,5,1,4,1,3,4,5,1,4,1,3,4,5,1,5,5,5,4,6,1,2,1,4,1,4,2,4,4,1,2,3,3,2,2,3,2,3,2,3,4,3,3,3,3,4,2,4,3,3,3,2,4,3,2,3,3,3,2,4,3,2,2,3,3,4,3,2,3,3,2,4,3,2,4,3,2,4,3,4,10,21,103,2,9999,2,9999,2,2,2,9999,6,9999,2,1,5,54221
3/10/22 22:27,3/10/22 23:05,0,100,2257,1,3/10/22 23:05,R_3MEUi0wFB4C5w1X,anonymous,EN,I was upset because I felt lost in college and I felt like I wasn't getting anywhere in life.,Anxious and Sad,My mom called me while I was noticeably sad and made sure to make me feel better about myself before ending the call. She told me that I need to remember how far I have come in my life and reminded me what we both have achieved as a mother and son. Which helped me realize that I wasn't a failure or anything.,1,9999,Just mom,2,2,7,7,1,9,7,9,1,9,9,1,9,8,5,7,9,9,9,1,6,3,1,9,4,4,9,1,9,9,7,5,7,6,5,5,2,4,6,6,4,5,6,6,7,4,3,3,7,6,6,4,5,5,4,6,2,4,5,4,3,4,1,5,3,3,4,5,2,3,5,5,3,4,2,3,3,2,1,4,2,3,5,4,4,7,2,3,2,4,4,4,2,5,2,2,4,3,2,2,2,2,2,3,3,2,4,5,2,2,3,5,3,4,5,3,2,5,2,2,1,2,3,1,2,1,2,1,1,2,3,2,4,3,3,5,2,3,4,3,2,1,4,1,2,4,8,31,104,1,9999,1,9999,1,3,2,9999,"1,2",9999,1,1,1,57276
3/10/22 23:07,3/10/22 23:26,0,100,1181,1,3/10/22 23:26,R_21649RsDbDvw8Cf,anonymous,EN,I was upset because I didn't get something I wanted ,"angry, disappointed, and sad ",I was laying on the floor making a scene and my dad got scared because he thought something was wrong with me I felt bad for making him feel stressed so I tried to stop being angry or simply not show it ,2,9999,mom and siblings ,1,2,4,3,7,6,5,3,2,4,6,6,6,6,4,5,3,3,3,1,3,1,6,5,1,8,5,8,7,6,5,4,4,2,5,7,4,6,6,1,2,5,5,6,5,7,3,3,5,3,4,4,3,5,2,7,6,4,3,5,3,2,4,2,4,2,3,3,5,3,3,3,4,3,3,3,4,2,4,3,3,3,5,5,5,5,3,6,5,4,3,1,4,2,2,4,2,3,1,5,5,4,2,3,5,2,3,5,4,2,2,4,3,3,3,2,3,3,4,4,3,2,5,1,3,2,2,2,4,3,3,1,2,4,2,4,1,3,3,2,2,1,2,3,1,2,5,4,104,2,9999,1,9999,1,3,1,9999,"1,2,3",9999,2,1,2,58516
3/10/22 22:50,3/11/22 0:30,0,100,6008,1,3/11/22 0:30,R_1H8HpBjBWbAbpx3,anonymous,EN,My romantic partner broke up with me.,"Sad, overwhelmed, and devastated  ",Asked me if I wanted to talk about my situation and gave me a hug,1,9999,No one,1,2,6,6,1,5,4,9,1,8,3,1,8,3,1,3,3,7,5,1,6,3,6,7,2,8,7,1,5,9,5,4,5,7,5,7,6,1,4,3,3,4,6,6,2,4,2,4,5,3,5,5,3,6,2,2,3,5,5,4,3,3,2,3,5,3,3,3,2,3,5,2,4,3,3,3,5,3,4,3,3,3,4,3,4,6,5,5,4,4,5,4,3,5,3,3,3,5,1,2,5,4,1,4,2,3,3,3,5,4,3,5,4,1,2,4,4,4,2,5,3,2,5,4,4,4,3,5,4,2,3,2,3,1,3,5,4,3,4,5,3,4,5,4,4,5,3,27,100,1,9999,1,9999,1,1,2,9999,6,9999,1,2,6,55889
3/11/22 0:24,3/11/22 0:40,0,100,934,1,3/11/22 0:40,R_UllVE9nROT4K8GR,anonymous,EN,I was upset that my parents thought I was being lazy by sleeping constantly. ,Angry,I told them that I was annoyed with them labeling me as lazy when I was genuinely sleepy. I appealed for them to understand that no matter how much I slept I was still sleepy. They helped me by encoring me to talk to my doctor about a possible sleep disorder.,1,9999,Father,1,1,6,5,7,6,1,6,1,7,2,5,5,3,6,6,1,5,7,3,1,4,6,7,3,5,6,5,2,5,5,4,4,4,4,6,6,5,4,5,2,3,5,5,4,2,2,3,3,5,4,6,3,5,4,2,3,5,4,4,4,4,2,4,3,3,2,4,2,4,4,3,3,4,2,4,3,2,3,4,2,4,3,5,5,5,2,5,4,5,3,3,2,3,4,2,2,2,2,3,1,1,1,2,3,1,4,3,1,1,4,4,2,2,2,4,4,4,2,4,2,2,3,2,1,1,3,2,2,3,1,4,1,3,2,2,1,1,2,1,1,1,1,3,2,1,5,30,103,2,9999,1,9999,2,"3,5",2,9999,6,9999,2,1,6,55267
3/10/22 19:56,3/11/22 0:52,0,100,17785,1,3/11/22 0:52,R_2dRciioJVkQp6cA,anonymous,EN,"Had just got back home in Los Angeles from a very busy week with two papers having been done and completely full week of assignments from discussion and lectures. 

Stressed out from more work that was due the following week and finals that are soon coming.","I was feeling anxious, and stressed about the avalanche of work that I had done that pretty much burned me out and the work that I knew would come the following week.","The emotional support I got from my mother was a big hug when I got home, telling me she was proud of me and chicken alfredo that was made for me to eat when I arrived home. She also got us to go to the Griffith Observatory the next today to enjoy the scenery and see the interior of the observatory as a tour.",1,9999,My Brother and Dog,1,2,9,6,1,8,8,9,1,9,8,1,9,9,6,9,9,9,9,1,6,6,7,7,1,9,7,1,5,8,7,7,7,7,6,7,7,5,7,2,2,5,6,7,6,6,2,5,5,5,4,3,1,7,4,1,5,7,5,4,4,5,2,5,1,5,1,5,2,5,1,4,1,4,1,5,4,4,4,5,3,5,1,5,5,7,2,4,4,5,6,3,4,5,5,5,5,2,2,5,2,1,4,4,3,2,5,5,2,1,5,5,1,1,1,5,4,4,2,4,3,3,3,1,1,1,4,4,2,3,2,5,2,4,2,4,1,1,5,2,3,1,4,2,2,1,12,10,103,1,9999,1,9999,1,3,1,9999,"1,3",9999,1,1,2,58475
3/11/22 0:56,3/11/22 1:04,0,100,474,1,3/11/22 1:04,R_33fqWIfIrQd4ZPP,anonymous,EN,My car broke down,Very angry and anxious to how I will be getting places,My mom was upset with me and helped me figure out the problem by getting my car fixed and letting me take hers.,1,9999,My siblings,1,1,6,7,4,7,7,7,4,8,6,3,7,8,7,8,7,7,7,2,6,4,7,7,4,7,7,2,5,6,5,5,5,6,6,5,5,2,5,2,2,5,5,4,2,4,2,5,6,2,6,3,2,4,3,2,2,5,5,5,3,4,2,4,3,3,3,4,2,3,2,4,2,4,2,4,3,4,2,4,2,3,2,6,6,6,2,6,2,6,6,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,2,3,2,3,2,4,3,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,26,104,2,9999,1,9999,2,5,1,9999,"1,4",9999,1,1,3,57465
3/10/22 17:54,3/11/22 1:42,0,100,28032,1,3/11/22 1:42,R_sZ0ZjTPKLsryFZD,anonymous,EN,I was upset because of the lack of effort my sister puts into helping me. I constantly loan her money and it seemed like an unbalanced relationship. She would promise me food or drinks if I helped her with her problems but she never has paid back from her actions. ,I feel angry and I'm tired of her flaking on our promises.,I do not remember the specifics but I do remember my mother saying that she would have a word with my sister. My mother sided with me on my argument and ultimately justified my concerns. She too has been having lack of communication with my sister. ,1,9999,my eldest sister ,2,1,6,4,3,5,3,6,1,8,2,1,7,2,8,6,2,7,4,1,5,2,1,6,1,1,8,1,4,7,5,5,5,6,5,6,3,6,4,4,5,4,5,4,4,4,3,1,2,2,3,6,2,3,4,3,2,3,2,3,4,4,2,2,4,2,2,4,1,3,4,3,3,4,2,3,4,3,3,4,1,4,5,3,4,5,3,5,3,5,5,5,4,4,2,2,4,4,2,2,4,1,4,2,3,3,2,4,3,1,2,2,2,3,4,2,2,2,3,2,2,3,2,1,4,4,2,3,3,2,5,2,4,2,3,3,2,3,4,2,3,2,4,2,2,4,6,4,104,2,9999,1,9999,1,3,3,"I live on campus in the dorms, but my real home I live with my mom ",1,9999,1,1,8,57481
3/11/22 1:16,3/11/22 1:55,0,100,2324,1,3/11/22 1:55,R_120db6BHRZ5s8Gp,anonymous,EN,Back when I first started to take weed I was inexperienced and taking it alone which inevitably led to taking too much at one point and having paranoia and anxiety.,"Extremely anxious, paranoid",They helped me focus by talking to me and keeping my mind off of my anxious thoughts. They made sure to calm me down and keep my attention elsewhere.,2,9999,Father,1,1,6,6,1,6,6,9,1,9,7,1,9,9,5,9,6,9,9,1,5,1,6,7,6,1,5,5,6,6,6,5,7,5,5,5,5,2,5,6,1,5,7,5,4,2,2,4,6,1,5,1,2,4,2,1,2,5,5,3,4,3,2,1,5,2,2,3,4,2,5,1,3,2,5,1,5,2,4,4,3,2,5,5,2,7,4,7,5,2,5,1,4,5,4,4,4,4,4,4,3,2,2,2,2,3,1,3,3,2,2,4,3,3,4,4,2,4,3,4,4,4,4,2,1,4,2,2,2,3,4,4,2,2,2,2,2,1,2,2,1,2,1,2,1,2,10,2,100,1,9999,1,9999,1,1,1,9999,"1,2",9999,1,2,8,57823
